Date,Subs,Name,Total
2017-04-01,1089,DaddyoFive,733648
2017-04-02,964,DaddyoFive,734737
2017-04-03,903,DaddyoFive,735701
2017-04-04,748,DaddyoFive,736604
2017-04-05,742,DaddyoFive,737352
2017-04-06,671,DaddyoFive,738094
2017-04-07,4667,DaddyoFive,738765
2017-04-08,2649,DaddyoFive,743432
2017-04-09,1743,DaddyoFive,746081
2017-04-10,1233,DaddyoFive,747824
2017-04-11,1497,DaddyoFive,749057
2017-04-12,1307,DaddyoFive,750554
2017-04-13,1337,DaddyoFive,751861
2017-04-14,1217,DaddyoFive,753198
2017-04-15,1846,DaddyoFive,754415
2017-04-16,2431,DaddyoFive,756261
2017-04-17,3284,DaddyoFive,758692
2017-04-18,3603,DaddyoFive,761976
2017-04-19,1008,DaddyoFive,765579
2017-04-20,127,DaddyoFive,766587
2017-04-21,-710,DaddyoFive,766714
2017-04-22,-157,DaddyoFive,766004
2017-04-23,-250,DaddyoFive,765847
2017-04-24,-316,DaddyoFive,765597
2017-04-25,-199,DaddyoFive,765281
2017-04-26,-131,DaddyoFive,765082
2017-04-27,-345,DaddyoFive,764951
2017-04-28,-560,DaddyoFive,764606
2017-04-29,-675,DaddyoFive,764046
2017-04-30,-483,DaddyoFive,763371
2017-05-01,-3,DaddyoFive,762888
2017-05-02,647,DaddyoFive,762885
2017-05-03,52,DaddyoFive,763532
2017-05-04,71,DaddyoFive,763584
2017-05-05,-368,DaddyoFive,763655
2017-05-06,-562,DaddyoFive,763287
2017-05-07,-439,DaddyoFive,762725
2017-05-08,-413,DaddyoFive,762286
2017-05-09,-422,DaddyoFive,761873
2017-05-10,-371,DaddyoFive,761451
2017-05-11,-350,DaddyoFive,761080
2017-05-12,-606,DaddyoFive,760730
2017-05-13,-532,DaddyoFive,760124
2017-05-14,-404,DaddyoFive,759592
2017-05-15,-300,DaddyoFive,759188
2017-05-16,-387,DaddyoFive,758888
2017-05-17,-271,DaddyoFive,758501
2017-05-18,-679,DaddyoFive,758230
2017-05-19,-513,DaddyoFive,757551
2017-05-20,-669,DaddyoFive,757038
2017-05-21,-433,DaddyoFive,756369
2017-05-22,-426,DaddyoFive,755936
2017-05-03,22420,Jake Paul,4899443
2017-05-04,25688,Jake Paul,4921863
2017-05-05,30924,Jake Paul,4947551
2017-05-06,32861,Jake Paul,4978475
2017-05-07,21842,Jake Paul,5011336
2017-05-08,23209,Jake Paul,5033178
2017-05-09,20100,Jake Paul,5056387
2017-05-10,24781,Jake Paul,5076487
2017-05-11,40711,Jake Paul,5101268
2017-05-12,50165,Jake Paul,5141979
2017-05-13,41045,Jake Paul,5192144
2017-05-14,30267,Jake Paul,5233189
2017-05-15,27800,Jake Paul,5263456
2017-05-16,20876,Jake Paul,5291256
2017-05-17,16536,Jake Paul,5312132
2017-05-18,19069,Jake Paul,5328668
2017-05-19,24208,Jake Paul,5347737
2017-05-20,27641,Jake Paul,5371945
2017-05-21,20866,Jake Paul,5399586
2017-05-22,19254,Jake Paul,5420452
2017-05-23,21004,Jake Paul,5439706
2017-05-24,23611,Jake Paul,5460710
2017-05-25,25851,Jake Paul,5484321
2017-05-26,30749,Jake Paul,5510172
2017-05-27,28133,Jake Paul,5540921
2017-05-28,32197,Jake Paul,5569054
2017-05-29,42256,Jake Paul,5601251
2017-05-30,58267,Jake Paul,5643507
2017-05-31,47958,Jake Paul,5701774
2017-06-01,34364,Jake Paul,5749732
2017-06-02,44189,Jake Paul,5784096
2017-06-03,53664,Jake Paul,5828285
2017-06-04,45682,Jake Paul,5881949
2017-06-05,94959,Jake Paul,5927631
2017-06-06,87388,Jake Paul,6022590
2017-06-07,58422,Jake Paul,6109978
2017-06-08,21513,Jake Paul,6168400
2017-06-09,38332,Jake Paul,6189913
2017-06-10,60795,Jake Paul,6228245
2017-06-11,76926,Jake Paul,6289040
2017-06-12,72691,Jake Paul,6365966
2017-06-13,63294,Jake Paul,6438657
2017-06-14,55921,Jake Paul,6501951
2017-06-15,53077,Jake Paul,6557872
2017-06-16,51382,Jake Paul,6610949
2017-06-17,51516,Jake Paul,6662331
2017-06-18,65612,Jake Paul,6713847
2017-06-19,88034,Jake Paul,6779459
2017-06-20,122845,Jake Paul,6867493
2017-06-21,104755,Jake Paul,6990338
2017-06-22,86788,Jake Paul,7095093
2017-06-23,69618,Jake Paul,7181881
2017-06-24,63048,Jake Paul,7251499
2017-06-25,74165,Jake Paul,7314547
2017-06-26,69872,Jake Paul,7388712
2017-06-27,72824,Jake Paul,7458584
2017-06-28,62635,Jake Paul,7531408
2017-06-29,63223,Jake Paul,7594043
2017-06-30,55083,Jake Paul,7657266
2017-07-01,48830,Jake Paul,7712349
2017-07-02,41998,Jake Paul,7761179
2017-07-03,45419,Jake Paul,7803177
2017-05-29,405,Blaire White,309609
2017-05-30,356,Blaire White,310014
2017-05-31,431,Blaire White,310370
2017-06-01,285,Blaire White,310801
2017-06-02,245,Blaire White,311086
2017-06-03,206,Blaire White,311331
2017-06-04,354,Blaire White,311537
2017-06-05,265,Blaire White,311891
2017-06-06,582,Blaire White,312156
2017-06-07,663,Blaire White,312738
2017-06-08,455,Blaire White,313401
2017-06-09,297,Blaire White,313856
2017-06-10,333,Blaire White,314153
2017-06-11,272,Blaire White,314486
2017-06-12,348,Blaire White,314758
2017-06-13,388,Blaire White,315106
2017-06-14,404,Blaire White,315494
2017-06-15,394,Blaire White,315898
2017-06-16,299,Blaire White,316292
2017-06-17,778,Blaire White,316591
2017-06-18,937,Blaire White,317369
2017-06-19,639,Blaire White,318306
2017-06-20,615,Blaire White,318945
2017-06-21,555,Blaire White,319560
2017-06-22,513,Blaire White,320115
2017-06-23,485,Blaire White,320628
2017-06-24,506,Blaire White,321113
2017-06-25,448,Blaire White,321619
2017-06-26,638,Blaire White,322067
2017-06-27,611,Blaire White,322705
2017-06-28,546,Blaire White,323316
2017-06-29,868,Blaire White,323862
2017-06-30,503,Blaire White,324730
2017-07-01,310,Blaire White,325233
2017-07-02,179,Blaire White,325543
2017-07-03,300,Blaire White,325722
2017-07-04,389,Blaire White,326022
2017-07-05,354,Blaire White,326411
2017-07-06,368,Blaire White,326765
2017-07-07,321,Blaire White,327133
2017-07-08,472,Blaire White,327454
2017-07-09,544,Blaire White,327926
2017-07-10,398,Blaire White,328470
2017-07-11,243,Blaire White,328868
2017-07-12,257,Blaire White,329111
2017-07-13,263,Blaire White,329368
2017-07-14,188,Blaire White,329631
2017-07-15,239,Blaire White,329819
2017-07-16,399,Blaire White,330058
2017-07-17,288,Blaire White,330457
2017-07-18,604,Blaire White,330745
2017-07-19,741,Blaire White,331349
2017-07-20,544,Blaire White,332090
2017-07-21,433,Blaire White,332634
2017-07-22,337,Blaire White,333067
2017-07-23,395,Blaire White,333404
2017-07-24,433,Blaire White,333799
2017-07-25,363,Blaire White,334232
2017-07-26,349,Blaire White,334595
2017-07-27,398,Blaire White,334944
2017-07-28,300,Blaire White,335342
2017-07-29,286,Blaire White,335642
2017-06-30,359,Simply_Kenna,870562
2017-07-01,449,Simply_Kenna,870921
2017-07-02,556,Simply_Kenna,871370
2017-07-03,509,Simply_Kenna,871926
2017-07-04,292,Simply_Kenna,872435
2017-07-05,299,Simply_Kenna,872727
2017-07-06,287,Simply_Kenna,873026
2017-07-07,268,Simply_Kenna,873313
2017-07-08,-192,Simply_Kenna,873581
2017-07-09,-1617,Simply_Kenna,873389
2017-07-10,-253,Simply_Kenna,871772
2017-07-11,-277,Simply_Kenna,871519
2017-07-12,105,Simply_Kenna,871242
2017-07-13,97,Simply_Kenna,871347
2017-07-14,171,Simply_Kenna,871444
2017-07-15,-5,Simply_Kenna,871615
2017-07-16,91,Simply_Kenna,871610
2017-07-17,66,Simply_Kenna,871701
2017-07-18,104,Simply_Kenna,871767
2017-07-19,165,Simply_Kenna,871871
2017-07-20,-46,Simply_Kenna,872036
2017-07-21,-1191,Simply_Kenna,871990
2017-07-22,-939,Simply_Kenna,870799
2017-07-23,-1123,Simply_Kenna,869860
2017-07-24,-481,Simply_Kenna,868737
2017-07-25,-718,Simply_Kenna,868256
2017-07-26,-300,Simply_Kenna,867538
2017-07-27,-354,Simply_Kenna,867238
2017-07-28,-293,Simply_Kenna,866884
2017-07-29,-3485,Simply_Kenna,866591
2017-07-30,-4784,Simply_Kenna,863106
2017-07-31,-1541,Simply_Kenna,858322
2017-08-01,-894,Simply_Kenna,856781
2017-08-02,-573,Simply_Kenna,855887
2017-08-03,-326,Simply_Kenna,855314
2017-08-04,-3103,Simply_Kenna,854988
2017-08-05,-1056,Simply_Kenna,851885
2017-08-06,-387,Simply_Kenna,850829
2017-08-07,-255,Simply_Kenna,850442
2017-08-08,-84,Simply_Kenna,850187
2017-08-09,-666,Simply_Kenna,850103
2017-08-10,-125,Simply_Kenna,849437
2017-08-11,88,Simply_Kenna,849312
2017-08-12,154,Simply_Kenna,849400
2017-08-13,39,Simply_Kenna,849554
2017-08-14,-794,Simply_Kenna,849593
2017-08-15,-549,Simply_Kenna,848799
2017-08-16,-88,Simply_Kenna,848250
2017-08-17,16,Simply_Kenna,848162
2017-08-18,31,Simply_Kenna,848178
2017-08-19,-21,Simply_Kenna,848209
2017-08-20,-1743,Simply_Kenna,848188
2017-08-21,68,Simply_Kenna,846445
2017-08-22,67,Simply_Kenna,846513
2017-08-23,116,Simply_Kenna,846580
2017-08-24,-356,Simply_Kenna,846696
2017-08-25,-381,Simply_Kenna,846340
2017-08-26,28,Simply_Kenna,845959
2017-08-27,36,Simply_Kenna,845987
2017-08-28,258,Simply_Kenna,846023
2017-08-29,-278,Simply_Kenna,846281
2017-08-30,365,Simply_Kenna,846003
2017-08-12,14609,PewDiePie,56859584
2017-08-13,17372,PewDiePie,56874193
2017-08-14,12593,PewDiePie,56891565
2017-08-15,10949,PewDiePie,56904158
2017-08-16,22869,PewDiePie,56915107
2017-08-17,20337,PewDiePie,56937976
2017-08-18,21775,PewDiePie,56958313
2017-08-19,22748,PewDiePie,56980088
2017-08-20,17164,PewDiePie,57002836
2017-08-21,11955,PewDiePie,57020000
2017-08-22,18360,PewDiePie,57031955
2017-08-23,18495,PewDiePie,57050315
2017-08-24,11587,PewDiePie,57068810
2017-08-25,15587,PewDiePie,57080397
2017-08-26,15183,PewDiePie,57095984
2017-08-27,9928,PewDiePie,57111167
2017-08-28,4271,PewDiePie,57121095
2017-08-29,12819,PewDiePie,57125366
2017-08-30,11838,PewDiePie,57138185
2017-08-31,14823,PewDiePie,57150023
2017-09-01,13735,PewDiePie,57164846
2017-09-02,12229,PewDiePie,57178581
2017-09-03,9733,PewDiePie,57190810
2017-09-04,8304,PewDiePie,57200543
2017-09-05,8301,PewDiePie,57208847
2017-09-06,10651,PewDiePie,57217148
2017-09-07,5705,PewDiePie,57227799
2017-09-08,6721,PewDiePie,57233504
2017-09-09,7561,PewDiePie,57240225
2017-09-10,1831,PewDiePie,57247786
2017-09-11,11625,PewDiePie,57249617
2017-09-12,11196,PewDiePie,57261242
2017-09-13,9473,PewDiePie,57272438
2017-09-14,10440,PewDiePie,57281911
2017-09-15,10758,PewDiePie,57292351
2017-09-16,8707,PewDiePie,57303109
2017-09-17,731,PewDiePie,57311816
2017-09-18,1815,PewDiePie,57312547
2017-09-19,3172,PewDiePie,57314362
2017-09-20,1173,PewDiePie,57317534
2017-09-21,3681,PewDiePie,57318707
2017-09-22,7976,PewDiePie,57322388
2017-09-23,8381,PewDiePie,57330364
2017-09-24,4968,PewDiePie,57338745
2017-09-25,2385,PewDiePie,57343713
2017-09-26,2468,PewDiePie,57346098
2017-09-27,510,PewDiePie,57348566
2017-09-28,7154,PewDiePie,57349076
2017-09-29,9012,PewDiePie,57356230
2017-09-30,8380,PewDiePie,57365242
2017-10-01,8887,PewDiePie,57373622
2017-10-02,14281,PewDiePie,57382509
2017-10-03,14552,PewDiePie,57396790
2017-10-04,9738,PewDiePie,57411342
2017-10-05,11383,PewDiePie,57421080
2017-10-06,13361,PewDiePie,57432463
2017-10-07,9811,PewDiePie,57445824
2017-10-08,12314,PewDiePie,57455635
2017-10-09,9508,PewDiePie,57467949
2017-10-10,8991,PewDiePie,57477457
2017-10-11,10432,PewDiePie,57486448
2017-10-12,11080,PewDiePie,57496880
2017-10-05,447,Social Repose,954728
2017-10-06,583,Social Repose,955175
2017-10-07,562,Social Repose,955758
2017-10-08,287,Social Repose,956320
2017-10-09,315,Social Repose,956607
2017-10-10,203,Social Repose,956922
2017-10-11,363,Social Repose,957125
2017-10-12,459,Social Repose,957488
2017-10-13,598,Social Repose,957947
2017-10-14,200,Social Repose,958545
2017-10-15,55,Social Repose,958745
2017-10-16,378,Social Repose,958800
2017-10-17,405,Social Repose,959178
2017-10-18,455,Social Repose,959583
2017-10-19,503,Social Repose,960038
2017-10-20,326,Social Repose,960541
2017-10-21,513,Social Repose,960867
2017-10-22,393,Social Repose,961380
2017-10-23,394,Social Repose,961773
2017-10-24,343,Social Repose,962167
2017-10-25,355,Social Repose,962510
2017-10-26,437,Social Repose,962865
2017-10-27,339,Social Repose,963302
2017-10-28,264,Social Repose,963641
2017-10-29,59,Social Repose,963905
2017-10-30,57,Social Repose,963964
2017-10-31,198,Social Repose,964021
2017-11-01,296,Social Repose,964219
2017-11-02,197,Social Repose,964515
2017-11-03,272,Social Repose,964712
2017-11-04,-4777,Social Repose,964984
2017-11-05,-10808,Social Repose,960207
2017-11-06,-6221,Social Repose,949399
2017-11-07,-6523,Social Repose,943178
2017-11-08,-4619,Social Repose,936655
2017-11-09,-3109,Social Repose,932036
2017-11-10,-2000,Social Repose,928927
2017-11-11,-1554,Social Repose,926927
2017-11-12,-1140,Social Repose,925373
2017-11-13,-455,Social Repose,924233
2017-11-14,-267,Social Repose,923778
2017-11-15,34,Social Repose,923511
2017-11-16,199,Social Repose,923545
2017-11-17,169,Social Repose,923744
2017-11-18,8,Social Repose,923913
2017-11-19,-58,Social Repose,923921
2017-11-20,50,Social Repose,923863
2017-11-21,-27,Social Repose,923913
2017-11-22,153,Social Repose,923886
2017-11-23,-1632,Social Repose,924039
2017-11-24,-1164,Social Repose,922407
2017-11-25,-379,Social Repose,921243
2017-11-26,-902,Social Repose,920864
2017-11-27,-669,Social Repose,919962
2017-11-28,29,Social Repose,919293
2017-11-29,-242,Social Repose,919322
2017-11-30,-107,Social Repose,919080
2017-12-01,136,Social Repose,918973
2017-12-02,-289,Social Repose,919109
2017-12-03,-399,Social Repose,918820
2017-12-04,-196,Social Repose,918421
2017-12-05,-118,Social Repose,918225
2017-10-14,759,Zoe Sugg,12037977
2017-10-15,1242,Zoe Sugg,12038736
2017-10-16,1440,Zoe Sugg,12039978
2017-10-17,1277,Zoe Sugg,12041418
2017-10-18,1079,Zoe Sugg,12042695
2017-10-19,1154,Zoe Sugg,12043774
2017-10-20,1552,Zoe Sugg,12044928
2017-10-21,1563,Zoe Sugg,12046480
2017-10-22,1492,Zoe Sugg,12048043
2017-10-23,1496,Zoe Sugg,12049535
2017-10-24,1553,Zoe Sugg,12051031
2017-10-25,1479,Zoe Sugg,12052584
2017-10-26,1189,Zoe Sugg,12054063
2017-10-27,1582,Zoe Sugg,12055252
2017-10-28,2495,Zoe Sugg,12056834
2017-10-29,1517,Zoe Sugg,12059329
2017-10-30,2333,Zoe Sugg,12060846
2017-10-31,3164,Zoe Sugg,12063179
2017-11-01,2048,Zoe Sugg,12066343
2017-11-02,1863,Zoe Sugg,12068391
2017-11-03,2193,Zoe Sugg,12070254
2017-11-04,2004,Zoe Sugg,12072447
2017-11-05,1020,Zoe Sugg,12074451
2017-11-06,1258,Zoe Sugg,12075471
2017-11-07,-36,Zoe Sugg,12076729
2017-11-08,1169,Zoe Sugg,12076693
2017-11-09,969,Zoe Sugg,12077862
2017-11-10,1212,Zoe Sugg,12078831
2017-11-11,1555,Zoe Sugg,12080043
2017-11-12,704,Zoe Sugg,12081598
2017-11-13,711,Zoe Sugg,12082302
2017-11-14,367,Zoe Sugg,12083013
2017-11-15,157,Zoe Sugg,12083380
2017-11-16,406,Zoe Sugg,12083537
2017-11-17,544,Zoe Sugg,12083943
2017-11-18,-3153,Zoe Sugg,12084487
2017-11-19,-1761,Zoe Sugg,12081334
2017-11-20,159,Zoe Sugg,12079573
2017-11-21,-1043,Zoe Sugg,12079732
2017-11-22,-566,Zoe Sugg,12078689
2017-11-23,198,Zoe Sugg,12078123
2017-11-24,538,Zoe Sugg,12078321
2017-11-25,1277,Zoe Sugg,12078859
2017-11-26,700,Zoe Sugg,12080136
2017-11-27,902,Zoe Sugg,12080836
2017-11-28,730,Zoe Sugg,12081738
2017-11-29,871,Zoe Sugg,12082468
2017-11-30,1810,Zoe Sugg,12083339
2017-12-01,1890,Zoe Sugg,12085149
2017-12-02,1334,Zoe Sugg,12087039
2017-12-03,741,Zoe Sugg,12088373
2017-12-04,704,Zoe Sugg,12089114
2017-12-05,875,Zoe Sugg,12089818
2017-12-06,-1311,Zoe Sugg,12090693
2017-12-07,257,Zoe Sugg,12089382
2017-12-08,-2225,Zoe Sugg,12089639
2017-12-09,-36,Zoe Sugg,12087414
2017-12-10,542,Zoe Sugg,12087378
2017-12-11,998,Zoe Sugg,12087920
2017-12-12,1184,Zoe Sugg,12088918
2017-12-13,832,Zoe Sugg,12090102
2017-12-14,610,Zoe Sugg,12090934
2017-10-17,2143,Jenna Marbles,17640085
2017-10-18,5014,Jenna Marbles,17642228
2017-10-19,5313,Jenna Marbles,17647242
2017-10-20,3135,Jenna Marbles,17652555
2017-10-21,2654,Jenna Marbles,17655690
2017-10-22,1882,Jenna Marbles,17658344
2017-10-23,1693,Jenna Marbles,17660226
2017-10-24,1682,Jenna Marbles,17661919
2017-10-25,2584,Jenna Marbles,17663601
2017-10-26,2303,Jenna Marbles,17666185
2017-10-27,1579,Jenna Marbles,17668488
2017-10-28,1819,Jenna Marbles,17670067
2017-10-29,1404,Jenna Marbles,17671886
2017-10-30,872,Jenna Marbles,17673290
2017-10-31,1505,Jenna Marbles,17674162
2017-11-01,2537,Jenna Marbles,17675667
2017-11-02,3659,Jenna Marbles,17678204
2017-11-03,2545,Jenna Marbles,17681863
2017-11-04,2249,Jenna Marbles,17684408
2017-11-05,1171,Jenna Marbles,17686657
2017-11-06,1412,Jenna Marbles,17687828
2017-11-07,1457,Jenna Marbles,17689240
2017-11-08,1694,Jenna Marbles,17690697
2017-11-09,1275,Jenna Marbles,17692391
2017-11-10,1750,Jenna Marbles,17693666
2017-11-11,1077,Jenna Marbles,17695416
2017-11-12,997,Jenna Marbles,17696493
2017-11-13,967,Jenna Marbles,17697490
2017-11-14,1002,Jenna Marbles,17698457
2017-11-15,139,Jenna Marbles,17699459
2017-11-16,1443,Jenna Marbles,17699598
2017-11-17,1292,Jenna Marbles,17701041
2017-11-18,973,Jenna Marbles,17702333
2017-11-19,633,Jenna Marbles,17703306
2017-11-20,773,Jenna Marbles,17703939
2017-11-21,952,Jenna Marbles,17704712
2017-11-22,730,Jenna Marbles,17705664
2017-11-23,1313,Jenna Marbles,17706394
2017-11-24,908,Jenna Marbles,17707707
2017-11-25,1185,Jenna Marbles,17708615
2017-11-26,898,Jenna Marbles,17709800
2017-11-27,1058,Jenna Marbles,17710698
2017-11-28,839,Jenna Marbles,17711756
2017-11-29,2345,Jenna Marbles,17712595
2017-11-30,3687,Jenna Marbles,17714940
2017-12-01,2070,Jenna Marbles,17718627
2017-12-02,1902,Jenna Marbles,17720697
2017-12-03,1477,Jenna Marbles,17722599
2017-12-04,1501,Jenna Marbles,17724076
2017-12-05,1687,Jenna Marbles,17725577
2017-12-06,3146,Jenna Marbles,17727264
2017-12-07,2351,Jenna Marbles,17730410
2017-12-08,1587,Jenna Marbles,17732761
2017-12-09,2201,Jenna Marbles,17734348
2017-12-10,1766,Jenna Marbles,17736549
2017-12-11,1899,Jenna Marbles,17738315
2017-12-12,2152,Jenna Marbles,17740214
2017-12-13,1441,Jenna Marbles,17742366
2017-12-14,1039,Jenna Marbles,17743807
2017-12-15,1535,Jenna Marbles,17744846
2017-12-16,1293,Jenna Marbles,17746381
2017-12-17,1509,Jenna Marbles,17747674
2017-10-28,9,Shay Carl,1615752
2017-10-29,13,Shay Carl,1615761
2017-10-30,6,Shay Carl,1615774
2017-10-31,30,Shay Carl,1615780
2017-11-01,8,Shay Carl,1615810
2017-11-02,25,Shay Carl,1615818
2017-11-03,49,Shay Carl,1615843
2017-11-04,-1,Shay Carl,1615892
2017-11-05,-4,Shay Carl,1615891
2017-11-06,-47,Shay Carl,1615887
2017-11-07,55,Shay Carl,1615840
2017-11-08,76,Shay Carl,1615895
2017-11-09,132,Shay Carl,1615971
2017-11-10,9,Shay Carl,1616103
2017-11-11,33,Shay Carl,1616112
2017-11-12,2,Shay Carl,1616145
2017-11-13,10,Shay Carl,1616147
2017-11-14,-6,Shay Carl,1616157
2017-11-15,104,Shay Carl,1616151
2017-11-16,600,Shay Carl,1616255
2017-11-17,3158,Shay Carl,1616855
2017-11-18,1837,Shay Carl,1620013
2017-11-19,1569,Shay Carl,1621850
2017-11-20,1997,Shay Carl,1623419
2017-11-21,1214,Shay Carl,1625416
2017-11-22,663,Shay Carl,1626630
2017-11-23,1226,Shay Carl,1627293
2017-11-24,1507,Shay Carl,1628519
2017-11-25,1466,Shay Carl,1630026
2017-11-26,1288,Shay Carl,1631492
2017-11-27,1389,Shay Carl,1632780
2017-11-28,4938,Shay Carl,1634169
2017-11-29,2198,Shay Carl,1639107
2017-11-30,1239,Shay Carl,1641305
2017-12-01,761,Shay Carl,1642544
2017-12-02,535,Shay Carl,1643305
2017-12-03,348,Shay Carl,1643840
2017-12-04,282,Shay Carl,1644188
2017-12-05,179,Shay Carl,1644470
2017-12-06,214,Shay Carl,1644649
2017-12-07,252,Shay Carl,1644863
2017-12-08,173,Shay Carl,1645115
2017-12-09,313,Shay Carl,1645288
2017-12-10,207,Shay Carl,1645601
2017-12-11,204,Shay Carl,1645808
2017-12-12,215,Shay Carl,1646012
2017-12-13,234,Shay Carl,1646227
2017-12-14,185,Shay Carl,1646461
2017-12-15,217,Shay Carl,1646646
2017-12-16,229,Shay Carl,1646863
2017-12-17,254,Shay Carl,1647092
2017-12-18,216,Shay Carl,1647346
2017-12-19,259,Shay Carl,1647562
2017-12-20,237,Shay Carl,1647821
2017-12-21,282,Shay Carl,1648058
2017-12-22,260,Shay Carl,1648340
2017-12-23,294,Shay Carl,1648600
2017-12-24,219,Shay Carl,1648894
2017-12-25,317,Shay Carl,1649113
2017-12-26,233,Shay Carl,1649430
2017-12-27,238,Shay Carl,1649663
2017-12-28,154,Shay Carl,1649901
2017-12-02,30377,Logan Paul,14096113
2017-12-03,26320,Logan Paul,14126490
2017-12-04,17542,Logan Paul,14152810
2017-12-05,29670,Logan Paul,14170352
2017-12-06,31689,Logan Paul,14200022
2017-12-07,23377,Logan Paul,14231711
2017-12-08,27998,Logan Paul,14255088
2017-12-09,45921,Logan Paul,14283086
2017-12-10,23184,Logan Paul,14329007
2017-12-11,38749,Logan Paul,14352191
2017-12-12,32973,Logan Paul,14390940
2017-12-13,34886,Logan Paul,14423913
2017-12-14,30817,Logan Paul,14458799
2017-12-15,24150,Logan Paul,14489616
2017-12-16,34508,Logan Paul,14513766
2017-12-17,31194,Logan Paul,14548274
2017-12-18,24304,Logan Paul,14579468
2017-12-19,46870,Logan Paul,14603772
2017-12-20,48182,Logan Paul,14650642
2017-12-21,31855,Logan Paul,14698824
2017-12-22,66725,Logan Paul,14730679
2017-12-23,45684,Logan Paul,14797404
2017-12-24,59324,Logan Paul,14843088
2017-12-25,49352,Logan Paul,14902412
2017-12-26,54969,Logan Paul,14951764
2017-12-27,57752,Logan Paul,15006733
2017-12-28,29841,Logan Paul,15064485
2017-12-29,72365,Logan Paul,15094326
2017-12-30,51802,Logan Paul,15166691
2017-12-31,57565,Logan Paul,15218493
2018-01-01,16135,Logan Paul,15276058
2018-01-02,80986,Logan Paul,15292193
2018-01-03,37460,Logan Paul,15373179
2018-01-04,95013,Logan Paul,15410639
2018-01-05,31212,Logan Paul,15505652
2018-01-06,51707,Logan Paul,15536864
2018-01-07,55986,Logan Paul,15588571
2018-01-08,24804,Logan Paul,15644557
2018-01-09,46492,Logan Paul,15669361
2018-01-10,16757,Logan Paul,15715853
2018-01-11,21978,Logan Paul,15732610
2018-01-12,44233,Logan Paul,15754588
2018-01-13,24858,Logan Paul,15798821
2018-01-14,20097,Logan Paul,15823679
2018-01-15,43784,Logan Paul,15843776
2018-01-16,20698,Logan Paul,15887560
2018-01-17,37247,Logan Paul,15908258
2018-01-18,31448,Logan Paul,15945505
2018-01-19,39233,Logan Paul,15976953
2018-01-20,27480,Logan Paul,16016186
2018-01-21,23697,Logan Paul,16043666
2018-01-22,27334,Logan Paul,16067363
2018-01-23,39539,Logan Paul,16094697
2018-01-24,113997,Logan Paul,16134236
2018-01-25,48912,Logan Paul,16248233
2018-01-26,19406,Logan Paul,16297145
2018-01-27,27174,Logan Paul,16316551
2018-01-28,14637,Logan Paul,16343725
2018-01-29,12655,Logan Paul,16358362
2018-01-30,11088,Logan Paul,16371017
2018-01-31,13234,Logan Paul,16382105
2018-02-01,12214,Logan Paul,16395339
2018-02-02,16975,Logan Paul,16407553
2018-05-18,-61,Alfie Deyes Vlogs,4096301
2018-05-19,-78,Alfie Deyes Vlogs,4096240
2018-05-20,80,Alfie Deyes Vlogs,4096162
2018-05-21,118,Alfie Deyes Vlogs,4096242
2018-05-22,118,Alfie Deyes Vlogs,4096360
2018-05-23,112,Alfie Deyes Vlogs,4096478
2018-05-24,-317,Alfie Deyes Vlogs,4096590
2018-05-25,-189,Alfie Deyes Vlogs,4096273
2018-05-26,78,Alfie Deyes Vlogs,4096084
2018-05-27,87,Alfie Deyes Vlogs,4096162
2018-05-28,323,Alfie Deyes Vlogs,4096249
2018-05-29,326,Alfie Deyes Vlogs,4096572
2018-05-30,390,Alfie Deyes Vlogs,4096898
2018-05-31,67,Alfie Deyes Vlogs,4097288
2018-06-01,118,Alfie Deyes Vlogs,4097355
2018-06-02,173,Alfie Deyes Vlogs,4097473
2018-06-03,190,Alfie Deyes Vlogs,4097646
2018-06-04,346,Alfie Deyes Vlogs,4097836
2018-06-05,177,Alfie Deyes Vlogs,4098182
2018-06-06,-223,Alfie Deyes Vlogs,4098359
2018-06-07,-18,Alfie Deyes Vlogs,4098136
2018-06-08,168,Alfie Deyes Vlogs,4098118
2018-06-09,-156,Alfie Deyes Vlogs,4098286
2018-06-10,-148,Alfie Deyes Vlogs,4098130
2018-06-11,-86,Alfie Deyes Vlogs,4097982
2018-06-12,70,Alfie Deyes Vlogs,4097896
2018-06-13,-301,Alfie Deyes Vlogs,4097966
2018-06-14,-809,Alfie Deyes Vlogs,4097665
2018-06-15,-1211,Alfie Deyes Vlogs,4096856
2018-06-16,-2063,Alfie Deyes Vlogs,4095645
2018-06-17,-2724,Alfie Deyes Vlogs,4093582
2018-06-18,-999,Alfie Deyes Vlogs,4090858
2018-06-19,-1009,Alfie Deyes Vlogs,4089859
2018-06-20,-632,Alfie Deyes Vlogs,4088850
2018-06-21,-790,Alfie Deyes Vlogs,4088218
2018-06-22,-568,Alfie Deyes Vlogs,4087428
2018-06-23,-388,Alfie Deyes Vlogs,4086860
2018-06-24,-267,Alfie Deyes Vlogs,4086472
2018-06-25,-232,Alfie Deyes Vlogs,4086205
2018-06-26,-398,Alfie Deyes Vlogs,4085973
2018-06-27,96,Alfie Deyes Vlogs,4085575
2018-06-28,-73,Alfie Deyes Vlogs,4085671
2018-06-29,8,Alfie Deyes Vlogs,4085598
2018-06-30,-525,Alfie Deyes Vlogs,4085606
2018-07-01,-156,Alfie Deyes Vlogs,4085081
2018-07-02,9,Alfie Deyes Vlogs,4084925
